"","Intercept::Est","Intercept::SE","Intercept::t.val","Experiment3:Est","Experiment3:SE","Experiment3:t.val","GroupsY:Est","GroupsY:SE","GroupsY:t.val","(Intercept):pval","Experiment3:pval","GroupsY:pval","(Intercept):pval.padj","Experiment3:pval.padj","GroupsY:pval.padj","Pathway"
"PWY-6317: D-galactose degradation I (Leloir pathway)",-8.13843577671483,0.843837804168349,-10.300938132311,17.4152924104344,1.00679766650611,18.7375464402606,0.360235354900898,1.00262871416175,0.355655245591609,5.33667624754569e-07,1.11389524364916e-10,0.637422651164552,0.000180269161688092,4.03410451642058e-08,1,"PWY-6317: D-galactose degradation I (Leloir pathway)"
"PWY-6317: galactose degradation I (Leloir pathway)",8.9191843456201,0.722490528289555,13.9305078281578,-17.0781436563732,0.862016105893227,-22.0919165632574,0.24585055432989,0.858446665691787,0.317615860641871,1.45723734691917e-06,5.87955989624078e-09,0.663230984049078,0.000393904259965737,2.15801426280311e-06,0.993427882691521,"PWY-6317: galactose degradation I (Leloir pathway)"
"PWY-6353: purine nucleotides degradation II (aerobic)",5.79130665114516,1.67128913808474,3.53098369729673,-6.48779904958232,1.99404434829639,-3.27524292998916,0.119326800931149,1.98578740041385,0.0652848956499141,0.00434239840531805,0.00429758487659044,0.878860088659606,0.59895401782341,0.97086665589047,1,"PWY-6353: purine nucleotides degradation II (aerobic)"
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",9.55868457431992,0.208165550705869,45.999814057127,0.1881385574425,0.248365965191833,0.758935270968487,0.435253212883849,0.247337530276563,1.76360182237545,8.13314866049514e-21,0.465295622818041,0.0999077408503639,3.06595589697011e-18,1,1,"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)"
"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)",9.56835521406272,0.233136771746343,41.0998308587318,0.427201567013795,0.278159566461138,1.53835399057682,0.365050093960225,0.277007762066587,1.32034683708848,6.35327356873562e-20,0.14596902363775,0.209128676162693,2.34962890155657e-17,1,1,"PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)"
"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)",9.76063136135647,0.213692475819492,45.7566618003753,0.261793693110669,0.254960236365585,1.02865267333342,0.324083965976458,0.253904495862327,1.27941621806593,8.97179566622009e-21,0.324400920606236,0.224297184655841,3.37496559606699e-18,1,1,"PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)"
"PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)",-4.89701315129696,2.47087895439788,-1.978724040714,3.16054374046324,2.94804896535608,1.07945542546917,0.356316250598612,2.9358416708278,0.123088365546623,0.0724741714316145,0.322115489431744,0.839640503938109,1,1,1,"PWY-6470: peptidoglycan biosynthesis V (&beta;-lactam resistance)"
"PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)",-0.485198234074043,2.00941484877302,-0.204085718802706,-5.97150580765456,2.39746805700566,-2.54886035867575,-3.42524916341954,2.38754061040015,-1.46763890028789,0.797229453837246,0.0428488883017913,0.212072634404924,1,0.964113859594306,1,"PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)"
"PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation",5.57462583222052,0.314358205594829,17.7545483815527,-0.453640724452762,0.375066282023057,-1.21000052355244,0.242969774764227,0.373513205861132,0.650388214058242,3.39906274087394e-13,0.244832727256205,0.526696053815809,1.08941436495242e-10,1,1,"PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation"
"PWY-6519: 8-amino-7-oxononanoate biosynthesis I",2.58722010364307,2.03672616838937,1.30144262542042,-3.37995432662299,2.43005367087969,-1.406926802041,-3.58636704636343,2.41999129361644,-1.48834124223844,0.233847623071416,0.196671861575932,0.172601461047228,1,1,1,"PWY-6519: 8-amino-7-oxononanoate biosynthesis I"
"PWY-6527: stachyose degradation",9.43436027255739,0.15155096597008,62.5085873885525,0.480768280768985,0.18081811236912,2.67008318820386,-0.262190906431987,0.18006937990922,-1.46152825952821,3.53408706116629e-23,0.0185835334216216,0.174428365600231,1.43725463125669e-20,0.99880038897087,1,"PWY-6527: stachyose degradation"
"PWY-6531: mannitol cycle",-3.36848659564123,1.79782833018722,-1.86572326379265,-4.55740070287459,2.14502047510775,-2.19517492221967,-0.755365800145878,2.13613836459448,-0.356270584956598,0.0978826480629806,0.0859122588585733,0.702097950058012,1,0.971736278814806,1,"PWY-6531: mannitol cycle"
"PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III",7.07985571095752,0.242462640131631,29.2473524301941,0.183980960021766,0.289286423402212,0.636783343863761,-0.341750555728176,0.288088544867967,-1.18776680298385,3.86345846643056e-17,0.537420989411201,0.255910960456441,1.35312231744591e-14,1,1,"PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III"
"PWY-6549: L-glutamine biosynthesis III",5.68331734424836,0.320470670218762,17.7507994574076,-0.162744555005594,0.382359170644042,-0.425641234452392,-0.355535834921667,0.380775896055835,-0.934491242557651,3.22572950843718e-13,0.677968527868635,0.366036164525272,1.03386645552528e-10,1,1,"PWY-6549: L-glutamine biosynthesis III"
"PWY-6583: pyruvate fermentation to butanol I",-8.59574971606457,1.25940295350287,-7.0009379332151,0.777001865016784,1.5026157260485,0.542457205994796,1.37065161119478,1.49639368803412,0.951498199143246,4.30862772468205e-05,0.611123317462152,0.443709120758055,0.012378133059296,1,1,"PWY-6583: pyruvate fermentation to butanol I"
"PWY-6588: pyruvate fermentation to acetone",-2.10499738771978,1.91508901302294,-1.08284225956197,-3.41145692770473,2.28492624997199,-1.51629616781888,-1.24657437131644,2.27546481699154,-0.56133027044291,0.315309889885804,0.190857736487189,0.600352572073263,1,1,1,"PWY-6588: pyruvate fermentation to acetone"
"PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation",5.77774915143376,0.277131043517877,20.8805626339676,0.124997742398296,0.330649902803522,0.378342830997958,0.0697065595419013,0.329280746186145,0.213338031051454,1.89135109919515e-14,0.712229857750826,0.832330960691421,6.23568902112391e-12,1,1,"PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation"
"PWY-6595: superpathway of guanosine nucleotides degradation (plants)",4.64527908385899,2.03956022813813,2.30707564525661,-4.17869585781598,2.433435037213,-1.73020839635431,-2.52822620813,2.4233586583727,-1.04401279012178,0.0394912687862384,0.112873381420732,0.323430999601891,1,1,1,"PWY-6595: superpathway of guanosine nucleotides degradation (plants)"
"PWY-6606: guanosine nucleotides degradation II",5.79543441275576,0.235485670760159,24.6432037683393,-0.16964572668591,0.280962079022541,-0.604240745574256,-0.441956352094583,0.279798669971263,-1.58076915846323,8.65516741755869e-16,0.558631622514428,0.135858097639931,2.93016508429984e-13,1,1,"PWY-6606: guanosine nucleotides degradation II"
"PWY-6607: guanosine nucleotides degradation I",-8.25358322455371,1.79375884972005,-4.67942236134416,7.00639565737137,2.14016510667321,3.36235875590751,0.269110271362546,2.13130310129157,0.135312023180068,0.000819356271970955,0.0132147333821453,0.790184174114203,0.162213443372028,0.689342797278667,1,"PWY-6607: guanosine nucleotides degradation I"
"PWY-6608: guanosine nucleotides degradation III",6.21944131573155,0.246039709694526,25.3100979095191,-0.584119852418879,0.293554287760815,-1.9925773153153,-0.426509013618763,0.292338736834475,-1.46027001495028,5.27222583765463e-16,0.0644266613900121,0.166100423089683,1.79765196945208e-13,1,1,"PWY-6608: guanosine nucleotides degradation III"
"PWY-6609: adenine and adenosine salvage III",10.4144584679737,0.175872764001539,59.3619045445452,-0.366668805695157,0.209836875669774,-1.75181502896663,0.345040457470779,0.208967982183168,1.65645512352094,7.52270836945028e-23,0.103669418066227,0.123568575185003,3.02877643172009e-20,1,1,"PWY-6609: adenine and adenosine salvage III"
"PWY-6612: superpathway of tetrahydrofolate biosynthesis",0.368871031779842,2.1083061833308,0.191900767033995,3.22196379369305,2.5154570406452,1.28875945769349,-2.81606349696946,2.50504102472103,-1.1301724339618,0.822695206964585,0.227653658625589,0.287679956888548,1,1,1,"PWY-6612: superpathway of tetrahydrofolate biosynthesis"
"PWY-6628: superpathway of L-phenylalanine biosynthesis",-3.14525989188145,2.24340038837935,-1.38720567052557,4.08418391655197,2.67664030326926,1.53179882939058,2.58275125676553,2.66555685896007,0.972237120064877,0.191714108824803,0.155665544604744,0.357329590968944,1,1,1,"PWY-6628: superpathway of L-phenylalanine biosynthesis"
"PWY-6629: superpathway of L-tryptophan biosynthesis",-5.49144065223601,2.01006212588684,-2.74055830111337,-3.62014016419387,2.39824033466915,-1.53141067285636,1.53803340616594,2.38830969021279,0.653910651571999,0.0187778264049893,0.192173867799766,0.546516023433453,0.982128956640238,1,1,"PWY-6629: superpathway of L-tryptophan biosynthesis"
"PWY-6630: superpathway of L-tyrosine biosynthesis",-6.92533562377904,2.06006911594558,-3.37417656976021,7.23287443303364,2.45790455053082,2.97273774369078,3.84362356711566,2.44772684821878,1.57925246013555,0.00483853769999544,0.0142959678212175,0.151738820480835,0.735780608156225,0.933400585910642,1,"PWY-6630: superpathway of L-tyrosine biosynthesis"
"PWY-6700: queuosine biosynthesis",9.41185446444005,0.744756416056793,13.9049850466916,-17.8261841914048,0.8885819266422,-21.807518862135,0.521564294234959,0.884902482569698,0.634124252009554,4.71367699488303e-07,4.48019798343635e-11,0.569892276673341,0.000130479837628468,1.6716225566954e-08,0.999369731679244,"PWY-6700: queuosine biosynthesis"
"PWY-6700: queuosine biosynthesis I (de novo)",-8.17833665705966,0.840105605332506,-10.4570424277235,17.7074771940987,1.0023447146944,19.2776468878105,0.263541652072864,0.998194201153095,0.277709395240966,1.5361255653705e-06,6.0720689009319e-10,0.671731760816545,0.000495926030026239,2.15360356849926e-07,1,"PWY-6700: queuosine biosynthesis I (de novo)"
"PWY-6703: preQ0 biosynthesis",8.29742334166898,0.250866387684118,33.1228364711275,0.506924429430155,0.299313081823955,1.6956381191104,-0.0317389264928164,0.298073684857036,-0.106420636013359,3.67228053467455e-18,0.11026572523644,0.897344782548668,1.31456510479041e-15,1,1,"PWY-6703: preQ0 biosynthesis"
"PWY-6731: starch degradation III",-3.42669363078138,1.54339220796187,-2.20111924990142,8.99653210424301,1.84144828046803,4.92296537345828,-2.04319684630926,1.83382320307534,-1.12701470137506,0.0456314527686346,0.000123103006669662,0.319440108543959,1,0.040393883132955,1,"PWY-6731: starch degradation III"
"PWY-6737: starch degradation V",9.83097986717281,0.818515507924066,13.5699892588738,-18.4335390744021,0.976585191261007,-21.1514354606426,0.57796343400774,0.972541342871183,0.771743736481934,8.77213239356012e-07,7.58046035664872e-10,0.509219071154282,0.000241747770140662,2.80818269998706e-07,1,"PWY-6737: starch degradation V"
"PWY-6749: CMP-legionaminate biosynthesis I",1.85636425723867,1.96342672192184,0.981751432221416,-1.47896583921264,2.34259881723939,-0.634216681726545,-2.19834628124537,2.33289857343079,-0.952236864146419,0.356766319174265,0.546993208580216,0.374673887012227,1,1,1,"PWY-6749: CMP-legionaminate biosynthesis I"
"PWY-6803: phosphatidylcholine acyl editing",-2.86255296106698,1.77122733014649,-1.60653024370081,-5.4105802282522,2.11328235596277,-2.60737507125831,0.082801138973104,2.10453166679722,0.0385538905304013,0.150720774715753,0.039230936709441,0.818594183886404,1,0.938370111950158,1,"PWY-6803: phosphatidylcholine acyl editing"
"PWY-6823: molybdopterin biosynthesis",-7.93972687676761,0.794352734705501,-10.8330116294387,15.3835303017418,0.947756163250413,17.7840594285416,0.22366656827616,0.943831690230546,0.240114002370572,1.0315869694924e-06,1.37629568655697e-09,0.668257546434306,0.000337850486718866,4.86601318240957e-07,1,"PWY-6823: molybdopterin biosynthesis"
"PWY-6834: spermidine biosynthesis III",-6.51254414051794,1.48757900971734,-4.45174171004452,-0.13930757910735,1.77485657590673,-0.0611466661748313,-1.22601776199896,1.76750724174636,-0.720919541148392,0.00111829986535156,0.775521609385439,0.526020271080935,0.186268869760635,1,1,"PWY-6834: spermidine biosynthesis III"
"PWY-6859: all-trans-farnesol biosynthesis",3.20804983765092,0.997645410640852,3.40564314509968,3.93984356777843,1.19030821619051,3.42877233318736,-0.839279495322718,1.18537938252959,-0.689082723575967,0.0130247558910512,0.00534997105827878,0.501058731692732,0.621878213763283,0.70910928711202,1,"PWY-6859: all-trans-farnesol biosynthesis"
"PWY-6863: pyruvate fermentation to hexanol (engineered)",-8.59731156014139,1.28445923871268,-6.87289688186661,0.913732404853839,1.53251081886839,0.613034278450971,1.30382000290068,1.52616499111806,0.920106438029054,1.83358338032222e-05,0.551779981056343,0.463502800806728,0.00577451830638135,0.999516593880887,0.998467911447687,"PWY-6863: pyruvate fermentation to hexanol (engineered)"
"PWY-6876: isopropanol biosynthesis",-6.69210697658098,1.40944295479794,-4.82469187786543,-1.6441447315481,1.68163107999478,-1.01192318408478,0.543424204889509,1.67466777439076,0.342887514234602,0.000552276366561792,0.414305935009791,0.681067294090504,0.116917740907986,1,1,"PWY-6876: isopropanol biosynthesis"
"PWY-6891: thiazole biosynthesis II (Bacillus)",-7.53315051994284,1.56672404933088,-4.8751511991264,-1.78132886269536,1.86928590913265,-0.996938638182328,2.42216366096732,1.86154556156092,1.3534187802458,0.000530912511377886,0.421548490385514,0.30485136823719,0.134536811945971,1,1,"PWY-6891: thiazole biosynthesis II (Bacillus)"
"PWY-6892: thiazole biosynthesis I (E. coli)",7.07517775854096,0.758163919317837,10.3106737993913,-15.2633223781041,0.904578653655628,-18.3675271552193,0.126369673229645,0.900832970263347,0.12576358186832,5.44695313419002e-05,6.52214825550002e-10,0.714384557495355,0.00877496346777193,2.41563159291552e-07,1,"PWY-6892: thiazole biosynthesis I (E. coli)"
"PWY-6895: superpathway of thiamin diphosphate biosynthesis II",-7.30309326020231,1.69959546775395,-4.3482281551585,-2.36895063358491,2.02781712609507,-1.204789695231,2.8162958144781,2.01942033174104,1.45589033367282,0.000919367760727723,0.330921537725453,0.254944758804513,0.228631834426903,1,0.995439636465313,"PWY-6895: superpathway of thiamin diphosphate biosynthesis II"
"PWY-6895: superpathway of thiamine diphosphate biosynthesis II",-8.68066277863207,1.40962391048104,-6.31983368748579,1.00107610672081,1.68184698139027,0.630806876966758,1.51233509654007,1.67488278178077,0.964139243609697,4.5590999528472e-05,0.57174221320891,0.435282111633471,0.0138758939059713,1,1,"PWY-6895: superpathway of thiamine diphosphate biosynthesis II"
"PWY-6897: thiamin salvage II",7.20041889037487,0.712255206940591,11.4098698784497,-15.265367173897,0.849804164689393,-20.0198138357046,0.0612855784427173,0.846285291749483,0.0936339057791076,6.42637585936373e-06,2.32475330479154e-09,0.708691016636359,0.00172700524250935,8.58116801217418e-07,1,"PWY-6897: thiamin salvage II"
"PWY-6897: thiamine diphosphate salvage II",-8.19239958372016,0.865948597616285,-10.1646306573379,16.0668581941572,1.03317844150578,16.9098639474196,-0.0143150767904407,1.02890025152863,-0.0109519797098251,9.3187619361508e-07,1.06360042393569e-09,0.731051766395738,0.000312587956465419,3.77008580912331e-07,1,"PWY-6897: thiamine diphosphate salvage II"
"PWY-6901: superpathway of glucose and xylose degradation",6.92155694076257,0.146355910286198,47.4686190755532,1.46082368905904,0.17461980042568,8.39963707728581,-0.172634490618462,0.173896733963992,-0.996146712677867,6.41187932517762e-21,1.48313484563565e-07,0.348943252774534,2.40935460099019e-18,5.18577992655737e-05,1,"PWY-6901: superpathway of glucose and xylose degradation"
"PWY-6902: chitin degradation II (Vibrio)",-7.86247356625574,0.909332601226659,-9.12390494432873,11.8657516659779,1.08494065621441,11.6711664920502,-0.435012251934341,1.0804481290238,-0.491374234354376,2.01495409224428e-06,7.45957447196167e-08,0.617686235153495,0.00065351444604172,2.57146366689002e-05,0.99753593156173,"PWY-6902: chitin degradation II (Vibrio)"
"PWY-6936: seleno-amino acid biosynthesis",5.5213825731832,0.738448119005729,8.42913594236504,-13.6641944102899,0.88105538692181,-17.2253953472466,0.142440739614904,0.877407108779123,0.21260654866786,0.000183346170831512,1.25622764794719e-08,0.666030369828391,0.0288766896610956,4.61603861075764e-06,1,"PWY-6936: seleno-amino acid biosynthesis"
"PWY-6936: seleno-amino acid biosynthesis (plants)",-8.02627928600393,0.848641386595469,-10.1549753539975,16.7733732057642,1.01252890484908,17.9829863714893,-0.0964513409228951,1.00833622056699,-0.127992369818261,1.71577908737383e-06,1.54366580956613e-09,0.724040392899563,0.00054399924974353,5.37758171898995e-07,1,"PWY-6936: seleno-amino acid biosynthesis (plants)"
"PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis",-7.64783013590362,1.29273062995869,-6.10318391700738,0.867302724736827,1.54237956066226,0.618341502385568,-0.565570451362378,1.53599286838114,-0.407172799991262,7.6926198004321e-05,0.574381518623104,0.652074054017995,0.0228830702347783,1,1,"PWY-6953: dTDP-3-acetamido-&alpha;-D-fucose biosynthesis"
"PWY-6953: dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis",-5.56250622209299,1.50134387835239,-3.74199678024666,-1.85650845647883,1.79127968180822,-1.09398213302743,-1.54957559786266,1.78386234277643,-0.90871921234539,0.00306738140487273,0.383284192169452,0.459095801732765,0.462768963643352,1,1,"PWY-6953: dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis"
"PWY-6961: L-ascorbate degradation II (bacterial, aerobic)",-7.76266130666125,1.3757834814562,-5.8027409551139,0.936475807778242,1.64147137270401,0.600518885884027,-0.563662049529586,1.6346743605981,-0.353478816737331,0.000290049264617138,0.563715540439953,0.678362414577213,0.0517192871698299,1,1,"PWY-6961: L-ascorbate degradation II (bacterial, aerobic)"
"PWY-6969: TCA cycle V (2-oxoglutarate synthase)",-8.41345338459469,0.846139731305375,-10.6169659233306,13.1374072828659,1.00954413609846,14.0113827808687,0.872626738093587,1.00536381116035,0.966176654053226,5.35326750939966e-07,1.20894409773632e-07,0.457804244467833,0.000178981152028353,4.05884616095248e-05,0.979480305114122,"PWY-6969: TCA cycle V (2-oxoglutarate synthase)"
"PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)",2.86001252683296,1.66049867508464,1.79703377271992,-7.98787236201701,1.9811700578636,-4.1350860581953,-5.86102415255079,1.97296641990129,-3.03812716380081,0.125205151962804,0.00293162563808303,0.0175564165414889,0.994556859945017,0.373140851922559,0.876057616598803,"PWY-6969: TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)"
"PWY-7003: glycerol degradation to butanol",-8.62369343534515,1.30012872307248,-6.84192749530935,0.912012046674112,1.55120635515614,0.620999862498546,1.20986410824721,1.54478311284434,0.826748301160128,5.89684027032453e-05,0.544827641151263,0.482163171132932,0.0171169279276413,1,1,"PWY-7003: glycerol degradation to butanol"
"PWY-7013: (S)-propane-1,2-diol degradation",-7.56497901529221,1.29387922114532,-6.00053474578804,0.606996539758082,1.54374996492806,0.421426791175964,-0.544073421745609,1.53735759807074,-0.360735542600774,0.000161411319228364,0.626229900727269,0.638775591000091,0.0366714332038554,1,1,"PWY-7013: (S)-propane-1,2-diol degradation"
"PWY-7013: L-1,2-propanediol degradation",-2.11575581144942,1.76483302658525,-1.17342624953555,-5.52977938974632,2.10565320036843,-2.7142799686877,-1.442334838315,2.09693410204497,-0.707672402701205,0.291205619584355,0.0443182455376261,0.528083491431687,1,0.903103493324021,1,"PWY-7013: L-1,2-propanediol degradation"
"PWY-702: L-methionine biosynthesis II",-8.17278935237794,0.864971210544546,-9.88922056022691,12.6449497610167,1.03201230386862,12.9086075338958,0.310683515750337,1.02773894263949,0.306478249767528,6.46034397326981e-07,2.62618520085185e-08,0.668104185909206,0.000216922055142517,9.08227696926913e-06,1,"PWY-702: L-methionine biosynthesis II"
"PWY-7046: 4-coumarate degradation (anaerobic)",-7.65633993474364,1.27269008473261,-6.20925169843966,-1.00016829825906,1.5184688350827,-0.684232676299621,1.33767762142007,1.51218115244252,0.944981135048378,8.71011056752923e-05,0.533940312318317,0.449309187380082,0.0243316749890763,1,0.99765728825944,"PWY-7046: 4-coumarate degradation (anaerobic)"
"PWY-7094: fatty acid salvage",-6.82951083183914,1.30443829305513,-5.32284948158272,-0.922842369643791,1.55634817859749,-0.642601010048448,-0.551047787700816,1.54990364499986,-0.379566104606219,0.000220926203745126,0.561496354672006,0.674633047895869,0.0609512043040571,0.996248563114202,1,"PWY-7094: fatty acid salvage"
"PWY-7111: pyruvate fermentation to isobutanol (engineered)",10.5439761958208,0.216107657825583,48.8752302436332,-1.58513724407739,0.257841832326216,-6.15855560984536,0.068805309295086,0.256774159697333,0.269266601840734,2.57781682617836e-21,7.99209172966213e-06,0.79084260920087,9.83661491197809e-19,0.00288591056521959,1,"PWY-7111: pyruvate fermentation to isobutanol (engineered)"
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type",0.471370248655832,2.10026365916279,0.24781250336611,-4.81481477458967,2.50586136417139,-1.93776324206492,-3.28508783756298,2.49548508206789,-1.33240727942241,0.787278653706971,0.0904838343436254,0.230805160553298,1,1,1,"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type"
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",4.92708439226988,1.23293549905327,4.10159169806769,-0.0189866196332792,1.47103694248775,-0.00417133629900787,-2.88168757757946,1.46494566604358,-1.98353842087276,0.00169672525556891,0.926637659658368,0.0631472376152419,0.289711298524797,1,1,"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type"
"PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I",8.13420066677808,0.314643369016079,25.8762430489592,-0.699435650820996,0.375406515496443,-1.86482731692898,-0.224357658642667,0.373852030494208,-0.600541565159017,3.32009261887831e-16,0.0799814497666356,0.55840958928721,1.1378882240346e-13,1,1,"PWY-7184: pyrimidine deoxyribonucleotides de novo biosynthesis I"
"PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II",8.19335586833624,0.719973900795709,12.781426558223,-16.3711939128376,0.859013473544033,-21.1586157799269,0.345737894756681,0.855456466656243,0.449649933424602,2.62558271249329e-05,2.92706601602577e-07,0.617673362921149,0.00683546597583826,0.000103618738675617,1,"PWY-7187: pyrimidine deoxyribonucleotides de novo biosynthesis II"
"PWY-7196: superpathway of pyrimidine ribonucleosides salvage",-6.63728599521447,1.45767556239367,-4.58245801965382,-1.21275044613149,1.7391782490562,-0.740571943529339,-0.682491380815066,1.73197665187348,-0.444413159855319,0.000670831712703733,0.526047155212004,0.648245928688583,0.134771849729899,1,1,"PWY-7196: superpathway of pyrimidine ribonucleosides salvage"
"PWY-7197: pyrimidine deoxyribonucleotide phosphorylation",7.3431354970149,0.252094015544659,29.1734544621198,0.975440178218524,0.300777786129955,3.24751311045358,0.256802010709508,0.299532324108801,0.858886973478127,3.98260418277183e-17,0.00463919662431032,0.407054133783305,1.39523257521514e-14,0.947124566281096,1,"PWY-7197: pyrimidine deoxyribonucleotide phosphorylation"
"PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV",3.89356397267235,0.969931022170144,4.24828618988363,1.87984814885207,1.15724169380538,1.65935285822341,-0.621575139423691,1.15244978215035,-0.512230901288489,0.00393312550662228,0.117264995152006,0.617201277591375,0.31044019752337,1,1,"PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV"
"PWY-7199: pyrimidine deoxyribonucleosides salvage",9.04707146337462,0.161336400987671,56.2186668757843,-0.349478887287688,0.192493286309884,-1.81993366900708,0.662135217514317,0.19169620923677,3.46346026553934,2.28995728628815e-22,0.0928654178923821,0.00330603090576411,9.05755015664767e-20,1,0.838595033126767,"PWY-7199: pyrimidine deoxyribonucleosides salvage"
"PWY-7208: superpathway of pyrimidine nucleobases salvage",8.19239239303839,0.247702913461396,33.1209077617798,0.733743862912163,0.295538685311076,2.48590395553833,0.189222747053965,0.294314917382359,0.644279729444412,3.67666316521928e-18,0.0239592953857792,0.532704029055278,1.31581927335546e-15,1,1,"PWY-7208: superpathway of pyrimidine nucleobases salvage"
"PWY-7209: superpathway of pyrimidine ribonucleosides degradation",-1.8009566861312,2.01442020362847,-0.879982492638241,-5.80695394685156,2.40344003356751,-2.44676458887744,0.686509499742925,2.39348785817436,0.289066414836429,0.41552131196018,0.0433802553602533,0.741692138421157,1,0.970732222763215,1,"PWY-7209: superpathway of pyrimidine ribonucleosides degradation"
"PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP",-7.09664525742704,1.58399052515679,-4.54474606488349,0.021913705600459,1.88988684391472,0.00951109153896573,0.21114849760127,1.88206119189879,0.126496182076489,0.00110935640432266,0.796905424241059,0.768662939751311,0.176405187963448,1,1,"PWY-7210: pyrimidine deoxyribonucleotides biosynthesis from CTP"
"PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis",-5.55857083186846,1.85226137698271,-3.00162705537352,-1.1631110328154,2.20996549679771,-0.542729409886982,-0.703481352649699,2.20081446164403,-0.328263088264384,0.0117949579607547,0.611072775073238,0.714316296101306,0.917341437758748,1,1,"PWY-7211: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis"
"PWY-7219: adenosine ribonucleotides de novo biosynthesis",10.1370545722008,0.710436990198327,15.8936913235354,-18.3028096256035,0.847634818442672,-23.8016739871527,0.380100534789741,0.844124928341541,0.531523352730421,3.00445385052299e-07,3.12384160205958e-10,0.595239525014737,8.2225777938903e-05,1.15364258717124e-07,0.998279735818756,"PWY-7219: adenosine ribonucleotides de novo biosynthesis"
"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II",8.61246722939465,0.212035620304917,40.6992194805038,-0.195380426773092,0.252983413026346,-0.774277842529788,0.457553831646449,0.251935858162138,1.82063890789649,8.51073068592796e-20,0.456208321803729,0.0901144793471279,3.13479586820394e-17,1,1,"PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II"
"PWY-7221: guanosine ribonucleotides de novo biosynthesis",9.60307516682528,0.176794295133785,54.4842256353638,0.788337913250762,0.210936370607042,3.74809824101391,0.0351449616011383,0.210062924326812,0.168076736380733,4.03776535559692e-22,0.00169564473398737,0.849038427665491,1.59445083403613e-19,0.497027471184083,1,"PWY-7221: guanosine ribonucleotides de novo biosynthesis"
"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II",8.61144615755255,0.212317309173227,40.6416572357695,-0.194980881278152,0.253319500949753,-0.771820924956589,0.459058503419046,0.252270554411147,1.82424638494943,8.73459731772812e-20,0.457703684516314,0.0896262364814605,3.21595442017961e-17,1,1,"PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II"
"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I",8.40525083962736,0.237807765149355,35.4010419887062,0.774628116793736,0.283732610516746,2.73399993338359,0.21403465086727,0.28255772923609,0.75894180417938,1.08901868118671e-18,0.0143056507114326,0.463704088795629,3.94078269954029e-16,1,1,"PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I"
"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I",9.30568466020981,0.182206881205081,51.2170746780189,0.395920910739019,0.217394221866402,1.82556102103134,0.316044713793805,0.216494034886384,1.46486695102589,1.28325826123528e-21,0.0903059742551823,0.169759657485454,4.95821214377374e-19,1,1,"PWY-7229: superpathway of adenosine nucleotides de novo biosynthesis I"
"PWY-7234: inosine-5'-phosphate biosynthesis III",7.59307202899637,0.271287007320335,28.0239671397354,1.26275117239323,0.323677280840394,3.9061122148921,0.0578702096663786,0.32233699648767,0.179448671851919,7.92100585650177e-17,0.00105350354409472,0.854622634802663,2.75003466592508e-14,0.33805429612661,1,"PWY-7234: inosine-5'-phosphate biosynthesis III"
